gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC551073	14377011	14398074	NC_037648.1	Atf1_1273	-94
gene-LOC411457	14406507	14414597	NC_037648.1	Atf1_1271	0
gene-LOC409476	14446240	14453218	NC_037648.1	Atf1_1264	-32
gene-LOC409068	14417310	14420257	NC_037648.1	Atf1_1268	-78
gene-LOC409068	14417310	14420257	NC_037648.1	Atf1_1269	-44
gene-LOC409068	14417310	14420257	NC_037648.1	Atf1_1270	-68
gene-LOC412944	14457485	14462151	NC_037648.1	Atf1_1263	-11
gene-LOC551734	14502704	14507031	NC_037648.1	Atf1_1261	29
gene-LOC726506	14296159	14299225	NC_037648.1	Atf1_1282	24
gene-LOC413944	14343351	14347730	NC_037648.1	Atf1_1278	28
gene-LOC102654090	14289743	14290688	NC_037648.1	Atf1_1283	57
gene-LOC408319	14793997	14802917	NC_037648.1	Atf1_1252	13
gene-LOC410264	14507498	14509625	NC_037648.1	Atf1_1260	23
gene-LOC102654613	14633534	14634986	NC_037648.1	Atf1_1256	-28
gene-LOC102653678	14527751	14540438	NC_037648.1	Atf1_1258	90
gene-LOC552769	14849352	14851124	NC_037648.1	Atf1_1246	34
gene-LOC552769	14849352	14851124	NC_037648.1	Atf1_1247	43
gene-LOC552769	14849352	14851124	NC_037648.1	Atf1_1248	62
gene-LOC410266	14518145	14519986	NC_037648.1	Atf1_1259	12
gene-LOC409491	14885849	14888650	NC_037648.1	Atf1_1244	-29
gene-LOC409491	14885849	14888650	NC_037648.1	Atf1_1245	-7
gene-LOC102654444	14704437	14706839	NC_037648.1	Atf1_1255	77
gene-LOC724502	14563525	14566557	NC_037648.1	Atf1_1257	12
gene-LOC724685	14803729	14807137	NC_037648.1	Atf1_1250	85
gene-LOC724685	14803729	14807137	NC_037648.1	Atf1_1251	60
gene-LOC724877	14833003	14836452	NC_037648.1	Atf1_1249	27
gene-LOC552700	14895427	14902815	NC_037648.1	Atf1_1240	-67
gene-LOC551501	14726243	14792698	NC_037648.1	Atf1_1253	71
gene-LOC552714	14888467	14892744	NC_037648.1	Atf1_1241	34
gene-LOC552714	14888467	14892744	NC_037648.1	Atf1_1242	41
gene-LOC552714	14888467	14892744	NC_037648.1	Atf1_1243	32
gene-LOC102654947	14738388	14744122	NC_037648.1	Atf1_1254	90
gene-LOC551964	14957093	14959317	NC_037648.1	Atf1_1229	3
gene-LOC409634	14987438	14995739	NC_037648.1	Atf1_1221	-95
gene-LOC409634	14987438	14995739	NC_037648.1	Atf1_1222	74
gene-LOC107965281	14960206	14964371	NC_037648.1	Atf1_1226	39
gene-LOC107965281	14960206	14964371	NC_037648.1	Atf1_1227	53
gene-LOC107965281	14960206	14964371	NC_037648.1	Atf1_1228	-80
gene-LOC100576647	14953511	14956354	NC_037648.1	Atf1_1230	71
gene-LOC100576647	14953511	14956354	NC_037648.1	Atf1_1231	93
gene-LOC100576647	14953511	14956354	NC_037648.1	Atf1_1232	50
gene-LOC100578745	15051247	15054332	NC_037648.1	Atf1_1217	76
gene-LOC412046	14935633	14950154	NC_037648.1	Atf1_1234	-34
gene-LOC412046	14935633	14950154	NC_037648.1	Atf1_1235	57
gene-LOC412046	14935633	14950154	NC_037648.1	Atf1_1236	67
gene-LOC412046	14935633	14950154	NC_037648.1	Atf1_1237	-31
gene-LOC412046	14935633	14950154	NC_037648.1	Atf1_1238	-75
gene-LOC727221	14918599	14933522	NC_037648.1	Atf1_1239	-33
gene-LOC409329	14951259	14953755	NC_037648.1	Atf1_1233	-66
gene-LOC100576717	14996871	15002814	NC_037648.1	Atf1_1220	-29
gene-LOC409838	15007615	15012231	NC_037648.1	Atf1_1218	37
gene-LOC409838	15007615	15012231	NC_037648.1	Atf1_1219	-41
gene-LOC411861	14978394	14980464	NC_037648.1	Atf1_1223	-66
gene-LOC725781	14965677	14970934	NC_037648.1	Atf1_1224	30
gene-LOC725781	14965677	14970934	NC_037648.1	Atf1_1225	33
gene-LOC411998	15348406	15352026	NC_037648.1	Atf1_1201	49
gene-LOC100576585	15281435	15283803	NC_037648.1	Atf1_1202	33
gene-LOC100576585	15281435	15283803	NC_037648.1	Atf1_1203	-72
gene-LOC411553	15124233	15127597	NC_037648.1	Atf1_1216	-56
gene-LOC726964	15376431	15379919	NC_037648.1	Atf1_1196	-19
gene-LOC726964	15376431	15379919	NC_037648.1	Atf1_1197	-9
gene-LOC552820	15360535	15364911	NC_037648.1	Atf1_1198	-11
gene-LOC552820	15360535	15364911	NC_037648.1	Atf1_1199	72
gene-LOC552820	15360535	15364911	NC_037648.1	Atf1_1200	84
gene-LOC552838	15160221	15161358	NC_037648.1	Atf1_1210	-92
gene-LOC551528	15411270	15419974	NC_037648.1	Atf1_1191	-64
gene-LOC551528	15411270	15419974	NC_037648.1	Atf1_1192	-29
gene-LOC551528	15411270	15419974	NC_037648.1	Atf1_1193	-26
gene-LOC551528	15411270	15419974	NC_037648.1	Atf1_1194	-54
gene-LOC725984	15135606	15139098	NC_037648.1	Atf1_1213	-74
gene-LOC725984	15135606	15139098	NC_037648.1	Atf1_1214	-27
gene-LOC725984	15135606	15139098	NC_037648.1	Atf1_1215	61
gene-LOC551211	15161835	15164846	NC_037648.1	Atf1_1209	44
gene-LOC409265	15437820	15441668	NC_037648.1	Atf1_1190	6
gene-LOC413145	15156647	15158032	NC_037648.1	Atf1_1211	15
gene-LOC413145	15156647	15158032	NC_037648.1	Atf1_1212	37
gene-LOC552835	15244172	15245244	NC_037648.1	Atf1_1206	18
gene-LOC113219077	15278023	15279692	NC_037648.1	Atf1_1204	4
gene-LOC113219077	15278023	15279692	NC_037648.1	Atf1_1205	-12
gene-LOC100576421	15183029	15238397	NC_037648.1	Atf1_1207	39
gene-LOC100576421	15183029	15238397	NC_037648.1	Atf1_1208	-69
gene-LOC726814	15472822	15479193	NC_037648.1	Atf1_1187	-46
gene-LOC408320	15763200	15767809	NC_037648.1	Atf1_1174	56
gene-LOC102656587	15490620	15493934	NC_037648.1	Atf1_1182	-18
gene-LOC102655263	15479384	15482181	NC_037648.1	Atf1_1184	-79
gene-LOC102655263	15479384	15482181	NC_037648.1	Atf1_1185	34
gene-LOC102655263	15479384	15482181	NC_037648.1	Atf1_1186	58
gene-LOC412273	15458479	15471726	NC_037648.1	Atf1_1188	6
gene-LOC412705	15482916	15484200	NC_037648.1	Atf1_1183	-96
gene-LOC409978	15519432	15520596	NC_037648.1	Atf1_1179	-67
gene-LOC408321	15792020	15794548	NC_037648.1	Atf1_1173	-81
gene-LOC409870	15516697	15518772	NC_037648.1	Atf1_1180	-5
gene-LOC551449	15442421	15449225	NC_037648.1	Atf1_1189	27
gene-LOC552752	15657387	15663388	NC_037648.1	Atf1_1176	-61
gene-LOC552746	15663487	15665533	NC_037648.1	Atf1_1175	8
gene-LOC102653963	15553726	15556354	NC_037648.1	Atf1_1178	82
gene-LOC726771	15496185	15500268	NC_037648.1	Atf1_1181	78
gene-LOC726579	15637599	15641139	NC_037648.1	Atf1_1177	-36
gene-LOC100577623	15817647	15819096	NC_037648.1	Atf1_1168	-28
gene-LOC100577623	15817647	15819096	NC_037648.1	Atf1_1169	61
gene-LOC413086	15886639	15908183	NC_037648.1	Atf1_1166	-19
gene-LOC552098	15812476	15814334	NC_037648.1	Atf1_1172	64
gene-LOC102655411	15913223	15914622	NC_037648.1	Atf1_1164	-28
gene-LOC102655411	15913223	15914622	NC_037648.1	Atf1_1165	99
gene-LOC725352	15935397	15936256	NC_037648.1	Atf1_1162	50
gene-LOC725352	15935397	15936256	NC_037648.1	Atf1_1163	60
gene-LOC412154	15814216	15817432	NC_037648.1	Atf1_1170	70
gene-LOC412154	15814216	15817432	NC_037648.1	Atf1_1171	-76
gene-LOC725616	15839359	15886809	NC_037648.1	Atf1_1167	91
gene-LOC410272	16098834	16103905	NC_037648.1	Atf1_1151	80
gene-LOC410272	16098834	16103905	NC_037648.1	Atf1_1152	-40
gene-LOC107965261	16101181	16102110	NC_037648.1	Atf1_1150	62
gene-LOC410273	16094910	16098723	NC_037648.1	Atf1_1153	-19
gene-LOC410283	16216986	16218294	NC_037648.1	Atf1_1144	24
gene-LOC410282	16209573	16216172	NC_037648.1	Atf1_1145	77
gene-LOC410282	16209573	16216172	NC_037648.1	Atf1_1146	79
gene-LOC410282	16209573	16216172	NC_037648.1	Atf1_1147	86
gene-LOC410282	16209573	16216172	NC_037648.1	Atf1_1148	89
gene-LOC726486	16218128	16219517	NC_037648.1	Atf1_1143	16
gene-LOC409765	16035886	16037620	NC_037648.1	Atf1_1158	-48
gene-LOC724545	16065611	16073632	NC_037648.1	Atf1_1154	-99
gene-LOC724545	16065611	16073632	NC_037648.1	Atf1_1155	-81
gene-LOC552542	16014141	16020305	NC_037648.1	Atf1_1159	-75
gene-LOC408327	16174849	16176632	NC_037648.1	Atf1_1149	-85
gene-LOC413583	16053808	16062901	NC_037648.1	Atf1_1156	-73
gene-LOC413583	16053808	16062901	NC_037648.1	Atf1_1157	-5
gene-LOC551500	16317894	16326171	NC_037648.1	Atf1_1134	-56
gene-LOC551500	16317894	16326171	NC_037648.1	Atf1_1135	-76
gene-LOC726508	16308529	16317071	NC_037648.1	Atf1_1136	-55
gene-LOC726508	16308529	16317071	NC_037648.1	Atf1_1137	84
gene-LOC410286	16272937	16276030	NC_037648.1	Atf1_1142	38
gene-LOC408332	16276027	16284502	NC_037648.1	Atf1_1141	12
gene-LOC408333	16290927	16307752	NC_037648.1	Atf1_1138	84
gene-LOC107965146	16289657	16291006	NC_037648.1	Atf1_1139	-46
gene-LOC107965146	16289657	16291006	NC_037648.1	Atf1_1140	41
gene-LOC102655004	16338161	16338468	NC_037648.1	Atf1_1133	25
gene-LOC551470	24551	26465	NW_020555815.1	Atf1_1600	99
gene-LOC551447	27184	29537	NW_020555815.1	Atf1_1599	-25
gene-LOC724790	23222	24153	NW_020555815.1	Atf1_1601	-95
gene-LOC724712	912168	914113	NC_037649.1	Atf1_1122	-40
gene-LOC724712	912168	914113	NC_037649.1	Atf1_1123	-83
gene-LOC724590	810143	818687	NC_037649.1	Atf1_1130	38
gene-LOC724462	797286	805514	NC_037649.1	Atf1_1131	-80
gene-LOC100576839	875160	882860	NC_037649.1	Atf1_1125	50
gene-LOC100576839	875160	882860	NC_037649.1	Atf1_1126	80
gene-LOC100576212	823325	828106	NC_037649.1	Atf1_1127	-82
gene-LOC100576212	823325	828106	NC_037649.1	Atf1_1128	-51
gene-LOC100576212	823325	828106	NC_037649.1	Atf1_1129	-39
gene-LOC552108	903296	909540	NC_037649.1	Atf1_1124	12
gene-LOC100577755	783506	787232	NC_037649.1	Atf1_1132	2
gene-LOC413064	1291743	1296771	NC_037649.1	Atf1_1113	-60
gene-LOC107965340	992781	993856	NC_037649.1	Atf1_1117	-52
gene-LOC107965340	992781	993856	NC_037649.1	Atf1_1118	-42
gene-LOC107965340	992781	993856	NC_037649.1	Atf1_1119	-49
gene-LOC113219148	1287123	1290187	NC_037649.1	Atf1_1114	-8
gene-LOC113219148	1287123	1290187	NC_037649.1	Atf1_1115	-17
gene-LOC107965339	974031	978173	NC_037649.1	Atf1_1120	-86
gene-LOC100577737	931695	934926	NC_037649.1	Atf1_1121	-29
gene-LOC100576458	1297345	1310545	NC_037649.1	Atf1_1112	-43
gene-LOC102655718	1150497	1157001	NC_037649.1	Atf1_1116	17
gene-LOC550854	2053304	2054702	NC_037649.1	Atf1_1106	21
gene-LOC102654437	2081729	2085333	NC_037649.1	Atf1_1098	-13
gene-LOC410354	2057878	2062471	NC_037649.1	Atf1_1101	83
gene-LOC102654078	2062084	2064464	NC_037649.1	Atf1_1100	52
gene-LOC410355	2054608	2056686	NC_037649.1	Atf1_1105	64
gene-LOC726039	2066124	2076186	NC_037649.1	Atf1_1099	74
gene-LOC107965325	1759369	1763672	NC_037649.1	Atf1_1107	-30
gene-LOC408370	2056858	2057872	NC_037649.1	Atf1_1102	87
gene-LOC408370	2056858	2057872	NC_037649.1	Atf1_1103	80
gene-LOC408370	2056858	2057872	NC_037649.1	Atf1_1104	-24
gene-LOC410148	1542932	1548472	NC_037649.1	Atf1_1108	70
gene-LOC410148	1542932	1548472	NC_037649.1	Atf1_1109	72
gene-LOC410148	1542932	1548472	NC_037649.1	Atf1_1110	75
gene-LOC410148	1542932	1548472	NC_037649.1	Atf1_1111	73
gene-LOC107965348	2212044	2214480	NC_037649.1	Atf1_1097	81
gene-LOC551094	3219401	3239836	NC_037649.1	Atf1_1082	-23
gene-LOC724407	3064853	3067906	NC_037649.1	Atf1_1085	91
gene-LOC724407	3064853	3067906	NC_037649.1	Atf1_1086	51
gene-LOC409285	3116707	3218524	NC_037649.1	Atf1_1083	2
gene-LOC409285	3116707	3218524	NC_037649.1	Atf1_1084	19
gene-LOC412735	2823740	2990185	NC_037649.1	Atf1_1089	67
gene-LOC412735	2823740	2990185	NC_037649.1	Atf1_1090	81
gene-LOC412735	2823740	2990185	NC_037649.1	Atf1_1091	61
gene-LOC107965350	2330851	2332242	NC_037649.1	Atf1_1096	-81
gene-LOC413398	2821953	2823285	NC_037649.1	Atf1_1092	-89
gene-LOC100578805	3062296	3064514	NC_037649.1	Atf1_1087	50
gene-LOC552642	3281923	3285863	NC_037649.1	Atf1_1080	96
gene-LOC727237	2451557	2485634	NC_037649.1	Atf1_1095	-58
gene-LOC100578660	3058742	3061416	NC_037649.1	Atf1_1088	-21
gene-LOC409892	2791511	2817057	NC_037649.1	Atf1_1093	-22
gene-LOC413947	3259965	3279636	NC_037649.1	Atf1_1081	-87
gene-LOC552488	2490401	2497451	NC_037649.1	Atf1_1094	-83
gene-LOC724988	3958217	3959211	NC_037649.1	Atf1_1067	-51
gene-LOC412878	4025467	4208180	NC_037649.1	Atf1_1062	-58
gene-LOC412878	4025467	4208180	NC_037649.1	Atf1_1063	22
gene-LOC724843	3883136	3893778	NC_037649.1	Atf1_1074	40
gene-LOC412260	3928491	3935543	NC_037649.1	Atf1_1069	53
gene-LOC412260	3928491	3935543	NC_037649.1	Atf1_1070	-80
gene-LOC551198	3938715	3944588	NC_037649.1	Atf1_1068	-76
gene-LOC113219147	3930921	3931448	NC_037649.1	Atf1_1071	5
gene-LOC724912	3868647	3877828	NC_037649.1	Atf1_1077	16
gene-LOC413450	3880102	3882762	NC_037649.1	Atf1_1075	55
gene-LOC413450	3880102	3882762	NC_037649.1	Atf1_1076	65
gene-LOC107965384	3909667	3912172	NC_037649.1	Atf1_1072	-31
gene-LOC107965384	3909667	3912172	NC_037649.1	Atf1_1073	-26
gene-LOC724943	3960208	3962005	NC_037649.1	Atf1_1065	-61
gene-LOC724943	3960208	3962005	NC_037649.1	Atf1_1066	-39
gene-LOC551677	3859318	3868654	NC_037649.1	Atf1_1078	-83
gene-LOC100578102	3529890	3844603	NC_037649.1	Atf1_1079	48
gene-LOC725156	3970291	3978895	NC_037649.1	Atf1_1064	62
gene-LOC113219167	4786359	4789339	NC_037649.1	Atf1_1059	-15
gene-LOC113219167	4786359	4789339	NC_037649.1	Atf1_1060	-8
gene-LOC102655041	4262398	4263261	NC_037649.1	Atf1_1061	-65
gene-LOC413123	5200083	5207543	NC_037649.1	Atf1_1050	-80
gene-LOC413123	5200083	5207543	NC_037649.1	Atf1_1051	-66
gene-LOC102653865	4931937	4934844	NC_037649.1	Atf1_1052	8
gene-LOC102653865	4931937	4934844	NC_037649.1	Atf1_1053	-8
gene-LOC113219178	5229384	5229513	NC_037649.1	Atf1_1044	-86
gene-LOC113219178	5229384	5229513	NC_037649.1	Atf1_1045	90
gene-LOC113219178	5229384	5229513	NC_037649.1	Atf1_1046	93
gene-LOC413125	4700014	4896125	NC_037649.1	Atf1_1056	-47
gene-LOC413125	4700014	4896125	NC_037649.1	Atf1_1057	-40
gene-LOC413125	4700014	4896125	NC_037649.1	Atf1_1058	-35
gene-LOC102653810	4912294	4917424	NC_037649.1	Atf1_1055	64
gene-LOC727561	5213345	5216552	NC_037649.1	Atf1_1049	-31
gene-LOC408373	5244245	5252596	NC_037649.1	Atf1_1043	-29
gene-LOC552247	5219143	5225206	NC_037649.1	Atf1_1048	-49
gene-LOC107965336	6818604	6820124	NC_037649.1	Atf1_1036	-63
gene-LOC100578238	6993524	6997714	NC_037649.1	Atf1_1033	73
gene-LOC410365	6856869	6909059	NC_037649.1	Atf1_1034	25
gene-LOC410365	6856869	6909059	NC_037649.1	Atf1_1035	16
gene-LOC724418	6089997	6092663	NC_037649.1	Atf1_1040	46
gene-LOC102655123	5726393	5773342	NC_037649.1	Atf1_1041	-89
gene-LOC102655123	5726393	5773342	NC_037649.1	Atf1_1042	-43
gene-LOC100577359	7097116	7102871	NC_037649.1	Atf1_1031	-58
gene-LOC551869	7005426	7011763	NC_037649.1	Atf1_1032	70
gene-LOC100576769	6647676	6648157	NC_037649.1	Atf1_1037	-9
gene-LOC102656016	6231158	6235348	NC_037649.1	Atf1_1038	38
gene-LOC102656016	6231158	6235348	NC_037649.1	Atf1_1039	69
gene-LOC411699	7845614	7849107	NC_037649.1	Atf1_1020	-82
gene-LOC727050	7824073	7825857	NC_037649.1	Atf1_1021	14
gene-LOC727050	7824073	7825857	NC_037649.1	Atf1_1022	-7
gene-LOC100578502	7703805	7706922	NC_037649.1	Atf1_1025	-33
gene-LOC725690	7354601	7357040	NC_037649.1	Atf1_1029	-37
gene-LOC725690	7354601	7357040	NC_037649.1	Atf1_1030	4
gene-LOC552347	7696557	7699247	NC_037649.1	Atf1_1026	-35
gene-LOC724203	7690122	7691754	NC_037649.1	Atf1_1027	41
gene-LOC551608	7790558	7792655	NC_037649.1	Atf1_1024	47
gene-LOC100578927	7795504	7799053	NC_037649.1	Atf1_1023	26
gene-LOC100576227	7665260	7670133	NC_037649.1	Atf1_1028	42
gene-LOC725500	8285303	8301892	NC_037649.1	Atf1_1006	41
gene-LOC725500	8285303	8301892	NC_037649.1	Atf1_1007	-78
gene-LOC552725	8042186	8045470	NC_037649.1	Atf1_1013	-60
gene-LOC412742	8034459	8038308	NC_037649.1	Atf1_1014	-64
gene-LOC100578814	8046186	8082620	NC_037649.1	Atf1_1012	-74
gene-LOC724772	7926305	7930764	NC_037649.1	Atf1_1019	-6
gene-LOC410166	8145409	8193635	NC_037649.1	Atf1_1008	-71
gene-LOC551033	8275812	8367051	NC_037649.1	Atf1_1004	19
gene-LOC552694	8133489	8142789	NC_037649.1	Atf1_1009	47
gene-LOC408381	8305440	8316952	NC_037649.1	Atf1_1005	-24
gene-LOC410167	8107560	8114589	NC_037649.1	Atf1_1010	59
gene-LOC410167	8107560	8114589	NC_037649.1	Atf1_1011	-9
gene-LOC413297	7959539	7961915	NC_037649.1	Atf1_1017	-71
gene-LOC725187	7980188	7983459	NC_037649.1	Atf1_1016	-1
gene-LOC724727	7931270	7944728	NC_037649.1	Atf1_1018	-80
gene-LOC551427	8496691	8498721	NC_037649.1	Atf1_1000	88
gene-LOC551427	8496691	8498721	NC_037649.1	Atf1_1001	89
gene-LOC551427	8496691	8498721	NC_037649.1	Atf1_1002	1
gene-LOC551884	8564118	8570184	NC_037649.1	Atf1_999	-48
gene-LOC725656	8471600	8474835	NC_037649.1	Atf1_1003	48
gene-LOC107965322	8583115	8584860	NC_037649.1	Atf1_998	54
gene-LOC411510	8585426	8587177	NC_037649.1	Atf1_996	-10
gene-LOC411510	8585426	8587177	NC_037649.1	Atf1_997	45
gene-LOC552699	8588127	8590632	NC_037649.1	Atf1_994	91
gene-LOC552699	8588127	8590632	NC_037649.1	Atf1_995	-56
gene-LOC551410	8611325	8613736	NC_037649.1	Atf1_991	-10
gene-LOC411509	8593315	8595194	NC_037649.1	Atf1_993	-3
gene-LOC409247	8597794	8610442	NC_037649.1	Atf1_992	-18
gene-LOC412570	9166070	9184225	NC_037649.1	Atf1_976	-66
gene-LOC102656500	9084164	9086959	NC_037649.1	Atf1_979	79
gene-LOC726709	8850241	9081288	NC_037649.1	Atf1_980	49
gene-LOC726782	9160999	9162296	NC_037649.1	Atf1_977	54
gene-LOC726782	9160999	9162296	NC_037649.1	Atf1_978	57
gene-LOC113219166	8855195	8862871	NC_037649.1	Atf1_981	21
gene-LOC552742	8631466	8638422	NC_037649.1	Atf1_990	-85
gene-LOC410388	8832682	8835212	NC_037649.1	Atf1_984	32
gene-LOC113219151	9203521	9258580	NC_037649.1	Atf1_975	-36
gene-LOC411852	8689646	8691836	NC_037649.1	Atf1_987	-36
gene-LOC726471	8646650	8649782	NC_037649.1	Atf1_989	11
gene-LOC551870	8842009	8843009	NC_037649.1	Atf1_982	56
gene-LOC551870	8842009	8843009	NC_037649.1	Atf1_983	-36
gene-LOC726524	8665233	8690029	NC_037649.1	Atf1_988	-51
gene-LOC100577673	8692378	8694148	NC_037649.1	Atf1_986	-14
gene-LOC408390	8710246	8832099	NC_037649.1	Atf1_985	52
gene-LOC100578329	9947896	9951470	NC_037649.1	Atf1_972	-53
gene-LOC724959	9952915	9968145	NC_037649.1	Atf1_971	-22
gene-LOC100576774	9266501	9270256	NC_037649.1	Atf1_973	21
gene-LOC100576774	9266501	9270256	NC_037649.1	Atf1_974	9
gene-LOC724546	10025894	10029789	NC_037649.1	Atf1_968	45
gene-LOC552755	10014660	10016519	NC_037649.1	Atf1_969	58
gene-LOC551034	10060201	10061946	NC_037649.1	Atf1_966	76
gene-LOC413753	10081529	10093239	NC_037649.1	Atf1_962	77
gene-LOC413753	10081529	10093239	NC_037649.1	Atf1_963	37
gene-LOC102653958	10098193	10101040	NC_037649.1	Atf1_961	86
gene-LOC412116	10052043	10056100	NC_037649.1	Atf1_967	45
gene-LOC724913	9960791	9963271	NC_037649.1	Atf1_970	80
gene-LOC102654012	10079563	10081249	NC_037649.1	Atf1_964	-64
gene-LOC102654012	10079563	10081249	NC_037649.1	Atf1_965	-43
gene-LOC107965318	10798308	10800343	NC_037649.1	Atf1_950	-5
gene-LOC113219144	11468626	11472221	NC_037649.1	Atf1_944	12
gene-LOC113219144	11468626	11472221	NC_037649.1	Atf1_945	2
gene-LOC100578014	10706331	10709783	NC_037649.1	Atf1_956	64
gene-LOC410394	10681872	10684414	NC_037649.1	Atf1_959	82
gene-LOC410394	10681872	10684414	NC_037649.1	Atf1_960	94
gene-LOC409379	10697452	10700677	NC_037649.1	Atf1_957	31
gene-LOC410383	11380026	11385975	NC_037649.1	Atf1_946	75
gene-LOC410398	10759853	10829510	NC_037649.1	Atf1_951	56
gene-LOC410398	10759853	10829510	NC_037649.1	Atf1_952	45
gene-LOC410395	10710463	10712252	NC_037649.1	Atf1_955	-73
gene-LOC725465	10690236	10692393	NC_037649.1	Atf1_958	-75
gene-LOC113219146	10802156	10807104	NC_037649.1	Atf1_949	-60
gene-LOC410396	10712598	10714344	NC_037649.1	Atf1_953	62
gene-LOC410396	10712598	10714344	NC_037649.1	Atf1_954	-46
gene-LOC107965814	656251	663753	NC_037650.1	Atf1_937	-39
gene-LOC726859	644438	655225	NC_037650.1	Atf1_938	-76
gene-LOC113219184	428262	430551	NC_037650.1	Atf1_942	70
gene-LOC113219184	428262	430551	NC_037650.1	Atf1_943	82
gene-LOC727618	613624	618941	NC_037650.1	Atf1_941	-30
gene-LOC551910	625203	639123	NC_037650.1	Atf1_939	-84
gene-LOC551910	625203	639123	NC_037650.1	Atf1_940	0
gene-LOC100577367	2433887	2440484	NC_037650.1	Atf1_895	11
gene-LOC413980	2088520	2094561	NC_037650.1	Atf1_902	15
gene-LOC552686	2414634	2416093	NC_037650.1	Atf1_897	98
gene-LOC100577752	1866778	1923653	NC_037650.1	Atf1_905	28
gene-LOC113219198	2136872	2138176	NC_037650.1	Atf1_900	12
gene-LOC102653615	935463	940440	NC_037650.1	Atf1_926	-76
gene-LOC113219186	783578	786366	NC_037650.1	Atf1_934	80
gene-LOC113219186	783578	786366	NC_037650.1	Atf1_935	55
gene-LOC551189	702845	717713	NC_037650.1	Atf1_936	-81
gene-LOC552758	1103378	1130327	NC_037650.1	Atf1_914	13
gene-LOC726736	2106764	2126275	NC_037650.1	Atf1_901	90
gene-LOC107965763	993252	994506	NC_037650.1	Atf1_919	-33
gene-LOC727444	1942754	2067717	NC_037650.1	Atf1_903	-87
gene-LOC107965773	1190473	1192276	NC_037650.1	Atf1_910	-57
gene-LOC552030	1696086	1753992	NC_037650.1	Atf1_907	21
gene-LOC552030	1696086	1753992	NC_037650.1	Atf1_908	31
gene-LOC551343	1139252	1142560	NC_037650.1	Atf1_911	41
gene-LOC102653858	1003532	1013279	NC_037650.1	Atf1_917	-11
gene-LOC413250	1929750	1933324	NC_037650.1	Atf1_904	-85
gene-LOC100576722	2441115	2447997	NC_037650.1	Atf1_893	6
gene-LOC100576722	2441115	2447997	NC_037650.1	Atf1_894	-5
gene-LOC107965950	2380357	2384479	NC_037650.1	Atf1_898	61
gene-LOC107965950	2380357	2384479	NC_037650.1	Atf1_899	-46
gene-LOC412515	1200966	1208036	NC_037650.1	Atf1_909	-87
gene-LOC727118	1128902	1139187	NC_037650.1	Atf1_912	25
gene-LOC727118	1128902	1139187	NC_037650.1	Atf1_913	28
gene-LOC102653814	996240	1001387	NC_037650.1	Atf1_918	55
gene-LOC102653695	943329	948576	NC_037650.1	Atf1_923	11
gene-LOC102653695	943329	948576	NC_037650.1	Atf1_924	27
gene-LOC102653695	943329	948576	NC_037650.1	Atf1_925	98
gene-LOC113219197	1810900	1859526	NC_037650.1	Atf1_906	14
gene-LOC726995	1090053	1095897	NC_037650.1	Atf1_915	34
gene-LOC551149	2426958	2428617	NC_037650.1	Atf1_896	-69
gene-LOC102653897	919758	924795	NC_037650.1	Atf1_930	33
gene-LOC102653897	919758	924795	NC_037650.1	Atf1_931	73
gene-LOC102653897	919758	924795	NC_037650.1	Atf1_932	90
gene-LOC102653897	919758	924795	NC_037650.1	Atf1_933	-76
gene-LOC102653738	959661	964627	NC_037650.1	Atf1_922	-8
gene-LOC551822	2895077	2898934	NC_037650.1	Atf1_882	91
gene-LOC408400	2843682	2854002	NC_037650.1	Atf1_887	32
gene-LOC551533	2797185	2798696	NC_037650.1	Atf1_888	-42
gene-LOC102656111	2950099	2953503	NC_037650.1	Atf1_878	-78
gene-LOC102656111	2950099	2953503	NC_037650.1	Atf1_879	-67
gene-LOC102656111	2950099	2953503	NC_037650.1	Atf1_880	-68
gene-LOC102656111	2950099	2953503	NC_037650.1	Atf1_881	-75
gene-LOC410403	2488384	2490307	NC_037650.1	Atf1_891	44
gene-LOC102654865	2544184	2553910	NC_037650.1	Atf1_889	-71
gene-LOC408397	2490771	2492953	NC_037650.1	Atf1_890	41
gene-LOC100578321	2865732	2884511	NC_037650.1	Atf1_883	-77
gene-LOC107965449	2448482	2452770	NC_037650.1	Atf1_892	50
gene-LOC551650	2854915	2856855	NC_037650.1	Atf1_884	-45
gene-LOC551650	2854915	2856855	NC_037650.1	Atf1_885	74
gene-LOC551650	2854915	2856855	NC_037650.1	Atf1_886	-40
gene-LOC552398	3472058	3474855	NC_037650.1	Atf1_866	-67
gene-LOC726862	3046888	3052278	NC_037650.1	Atf1_877	32
gene-LOC410417	3727671	3734106	NC_037650.1	Atf1_860	98
gene-LOC552191	3229416	3233396	NC_037650.1	Atf1_874	-26
gene-LOC409845	3058761	3080430	NC_037650.1	Atf1_876	-46
gene-LOC413267	3084178	3087946	NC_037650.1	Atf1_875	-73
gene-LOC724591	3484098	3488406	NC_037650.1	Atf1_865	-76
gene-LOC410414	3522248	3526082	NC_037650.1	Atf1_864	-35
gene-LOC410416	3694960	3696057	NC_037650.1	Atf1_862	-40
gene-LOC102654964	3434624	3460719	NC_037650.1	Atf1_872	17
gene-LOC102654964	3434624	3460719	NC_037650.1	Atf1_873	20
